List of nonzero CGCs for S x S' => S'', alpha
Q(M)	Q(M')	Q(M'')	CGC
9	4	54	-0.353553390593274
10	3	54	0.288675134594813
3	14	55	0.866025403784439
6	8	55	0.288675134594813
8	6	55	-0.288675134594813
9	5	55	0.288675134594813
3	15	56	0.612372435695794
4	14	56	0.612372435695795
6	9	56	0.204124145231932
7	8	56	0.204124145231932
8	7	56	-0.288675134594813
10	5	56	0.288675134594813
4	15	57	0.866025403784439
7	9	57	0.288675134594813
9	7	57	-0.288675134594813
10	6	57	0.288675134594813
3	16	58	0.866025403784438
6	10	58	0.353553390593274
8	9	58	-0.288675134594813
9	8	58	0.204124145231932
4	16	59	0.866025403784439
7	10	59	0.353553390593274
9	9	59	-0.204124145231931
10	8	59	0.288675134594813
2	17	60	0.731925054711400
5	14	60	0.414039335605413
6	12	60	-0.292770021884560
7	11	60	0.414039335605413
11	8	60	0.084515425472852
12	6	60	-0.069006555934235
13	5	60	0.097590007294853
14	3	60	0.048795003647426
15	2	60	-0.069006555934236
16	1	60	0.084515425472852
2	18	61	0.731925054711399
5	15	61	0.414039335605413
6	13	61	-0.414039335605412
7	12	61	0.292770021884560
11	9	61	0.084515425472852
12	7	61	-0.097590007294853
13	6	61	0.069006555934236
14	4	61	0.084515425472851
15	3	61	-0.069006555934235
16	2	61	0.048795003647427
2	19	62	0.597614304667197
3	18	62	0.298807152333598
4	17	62	-0.298807152333599
5	16	62	0.478091443733757
6	15	62	-0.119522860933439
7	14	62	0.119522860933439
8	13	62	-0.239045721866878
9	12	62	0.239045721866879
10	11	62	-0.239045721866879
11	10	62	0.119522860933439
12	9	62	-0.059761430466720
13	8	62	0.059761430466720
17	4	62	0.059761430466720
18	3	62	-0.059761430466720
19	2	62	0.059761430466720
20	1	62	-0.059761430466720
3	17	63	0.731925054711400
6	14	63	0.292770021884560
8	12	63	-0.414039335605413
9	11	63	0.414039335605412
12	8	63	0.048795003647427
14	6	63	-0.069006555934236
15	5	63	0.069006555934235
17	3	63	0.084515425472851
18	2	63	-0.097590007294853
19	1	63	0.084515425472852
3	18	64	0.517549169506766
4	17	64	0.517549169506766
6	15	64	0.207019667802706
7	14	64	0.207019667802706
8	13	64	-0.414039335605413
10	11	64	0.414039335605412
12	9	64	0.034503277967118
13	8	64	0.034503277967118
14	7	64	-0.069006555934236
16	5	64	0.069006555934235
17	4	64	0.103509833901353
18	3	64	-0.034503277967118
19	2	64	-0.034503277967118
20	1	64	0.103509833901353
4	18	65	0.731925054711400
7	15	65	0.292770021884560
9	13	65	-0.414039335605412
10	12	65	0.414039335605412
13	9	65	0.048795003647426
15	7	65	-0.069006555934236
16	6	65	0.069006555934235
18	4	65	0.084515425472851
19	3	65	-0.097590007294853
20	2	65	0.084515425472852
3	19	66	0.731925054711400
6	16	66	0.414039335605413
8	15	66	-0.414039335605412
9	14	66	0.292770021884560
12	10	66	0.084515425472852
14	9	66	-0.097590007294853
15	8	66	0.069006555934236
17	7	66	0.084515425472851
18	6	66	-0.069006555934236
19	5	66	0.048795003647427
4	19	67	0.731925054711400
7	16	67	0.414039335605412
9	15	67	-0.292770021884560
10	14	67	0.414039335605413
13	10	67	0.084515425472852
15	9	67	-0.069006555934235
16	8	67	0.097590007294853
18	7	67	0.048795003647427
19	6	67	-0.069006555934235
20	5	67	0.084515425472852
2	20	68	0.597614304667196
5	19	68	0.517549169506765
6	18	68	-0.365962527355699
7	17	68	0.365962527355700
11	16	68	0.179284291400159
12	15	68	-0.146385010942280
13	14	68	0.146385010942280
14	13	68	0.103509833901353
15	12	68	-0.103509833901353
16	11	68	0.103509833901353
3	20	69	0.597614304667197
6	19	69	0.365962527355700
8	18	69	-0.517549169506765
9	17	69	0.365962527355700
12	16	69	0.103509833901353
14	15	69	-0.146385010942280
15	14	69	0.103509833901354
17	13	69	0.179284291400159
18	12	69	-0.146385010942280
19	11	69	0.103509833901353
4	20	70	0.597614304667197
7	19	70	0.365962527355700
9	18	70	-0.365962527355700
10	17	70	0.517549169506766
13	16	70	0.103509833901353
15	15	70	-0.103509833901353
16	14	70	0.146385010942280
18	13	70	0.103509833901353
19	12	70	-0.146385010942280
20	11	70	0.179284291400159
5	1	71	0.999999999999999
5	2	72	0.999999999999999
5	3	73	0.999999999999999
5	4	74	0.999999999999999
5	5	75	0.816496580927726
6	2	75	0.288675134594813
7	1	75	-0.500000000000000
5	6	76	0.816496580927726
6	3	76	0.408248290463863
7	2	76	-0.408248290463863
5	7	77	0.816496580927725
6	4	77	0.499999999999999
7	3	77	-0.288675134594813
5	8	78	0.632455532033676
6	6	78	0.421637021355784
7	5	78	-0.596284793999944
8	3	78	0.105409255338946
9	2	78	-0.149071198499986
10	1	78	0.182574185835055
5	9	79	0.632455532033675
6	7	79	0.596284793999943
7	6	79	-0.421637021355784
8	4	79	0.182574185835055
9	3	79	-0.149071198499986
10	2	79	0.105409255338946
5	10	80	0.447213595499957
6	9	80	0.547722557505165
7	8	80	-0.547722557505166
8	7	80	0.258198889747161
9	6	80	-0.258198889747161
10	5	80	0.258198889747161
6	1	81	1.000000000000000
6	2	82	0.866025403784439
7	1	82	0.500000000000000
6	3	83	0.707106781186548
7	2	83	0.707106781186547
6	4	84	0.500000000000000
7	3	84	0.866025403784439
7	4	85	1.000000000000000
6	5	86	0.912870929175277
8	2	86	0.258198889747161
9	1	86	-0.316227766016838
6	6	87	0.745355992499930
7	5	87	0.527046276694730
8	3	87	0.298142396999972
9	2	87	-0.105409255338946
10	1	87	-0.258198889747161
6	7	88	0.527046276694730
7	6	88	0.745355992499930
8	4	88	0.258198889747161
9	3	88	0.105409255338946
10	2	88	-0.298142396999972
7	7	89	0.912870929175276
9	4	89	0.316227766016838
10	3	89	-0.258198889747161
6	8	90	0.816496580927726
8	6	90	0.408248290463863
9	5	90	-0.408248290463863
6	9	91	0.577350269189626
7	8	91	0.577350269189626
8	7	91	0.408248290463863
10	5	91	-0.408248290463863
7	9	92	0.816496580927726
9	7	92	0.408248290463863
10	6	92	-0.408248290463863
6	10	93	0.707106781186547
8	9	93	0.577350269189625
9	8	93	-0.408248290463863
7	10	94	0.707106781186547
9	9	94	0.408248290463863
10	8	94	-0.577350269189626
8	1	95	0.999999999999999
8	2	96	0.774596669241483
9	1	96	0.632455532033676
8	3	97	0.547722557505166
9	2	97	0.774596669241484
10	1	97	0.316227766016838
8	4	98	0.316227766016838
9	3	98	0.774596669241483
10	2	98	0.547722557505166
9	4	99	0.632455532033676
10	3	99	0.774596669241484
10	4	100	1.000000000000000
8	5	101	1.000000000000001
8	6	102	0.707106781186548
9	5	102	0.707106781186548
8	7	103	0.408248290463863
9	6	103	0.816496580927726
10	5	103	0.408248290463863
9	7	104	0.707106781186548
10	6	104	0.707106781186548
10	7	105	1.000000000000000
8	8	106	1.000000000000001
8	9	107	0.577350269189626
9	8	107	0.816496580927727
9	9	108	0.816496580927726
10	8	108	0.577350269189626
10	9	109	1.000000000000000
8	10	110	1.000000000000000
9	10	111	1.000000000000000
10	10	112	1.000000000000000
5	11	113	0.935414346693485
11	5	113	0.231455024943138
12	2	113	-0.133630620956212
13	1	113	0.231455024943138
5	12	114	0.935414346693485
11	6	114	0.231455024943138
12	3	114	-0.188982236504613
13	2	114	0.188982236504614
5	13	115	0.935414346693485
11	7	115	0.231455024943138
12	4	115	-0.231455024943137
13	3	115	0.133630620956212
5	14	116	0.724568837309472
6	12	116	0.341565025531987
7	11	116	-0.483045891539648
11	8	116	0.253546276418555
12	6	116	-0.034503277967118
13	5	116	0.048795003647427
14	3	116	-0.097590007294853
15	2	116	0.138013111868471
16	1	116	-0.169030850945703
5	15	117	0.724568837309471
6	13	117	0.483045891539647
7	12	117	-0.341565025531987
11	9	117	0.253546276418555
12	7	117	-0.048795003647426
13	6	117	0.034503277967118
14	4	117	-0.169030850945703
15	3	117	0.138013111868471
16	2	117	-0.097590007294853
5	16	118	0.512347538297979
6	15	118	0.512347538297979
7	14	118	-0.512347538297980
8	13	118	0.170782512765993
9	12	118	-0.170782512765993
10	11	118	0.170782512765993
11	10	118	0.219577516413420
12	9	118	0.073192505471140
13	8	118	-0.073192505471140
14	7	118	-0.121987509118566
15	6	118	0.121987509118567
16	5	118	-0.121987509118567
17	4	118	-0.073192505471140
18	3	118	0.073192505471140
19	2	118	-0.073192505471140
20	1	118	0.073192505471140
6	11	119	0.935414346693486
12	5	119	0.188982236504613
14	2	119	-0.188982236504614
15	1	119	0.231455024943138
6	12	120	0.763762615825974
7	11	120	0.540061724867322
12	6	120	0.154303349962092
13	5	120	0.109108945117996
14	3	120	-0.218217890235992
15	2	120	0.077151674981046
16	1	120	0.188982236504614
6	13	121	0.540061724867322
7	12	121	0.763762615825973
12	7	121	0.109108945117996
13	6	121	0.154303349962092
14	4	121	-0.188982236504613
15	3	121	-0.077151674981046
16	2	121	0.218217890235992
7	13	122	0.935414346693485
13	7	122	0.188982236504614
15	4	122	-0.231455024943137
16	3	122	0.188982236504614
6	14	123	0.836660026534076
8	12	123	0.295803989154981
9	11	123	-0.295803989154981
12	8	123	0.239045721866879
14	6	123	-0.126773138209277
15	5	123	0.126773138209278
17	3	123	-0.103509833901353
18	2	123	0.119522860933439
19	1	123	-0.103509833901353
6	15	124	0.591607978309962
7	14	124	0.591607978309962
8	13	124	0.295803989154981
10	11	124	-0.295803989154981
12	9	124	0.169030850945703
13	8	124	0.169030850945704
14	7	124	-0.126773138209277
16	5	124	0.126773138209278
17	4	124	-0.126773138209277
18	3	124	0.042257712736426
19	2	124	0.042257712736426
20	1	124	-0.126773138209278
7	15	125	0.836660026534075
9	13	125	0.295803989154981
10	12	125	-0.295803989154981
13	9	125	0.239045721866879
15	7	125	-0.126773138209277
16	6	125	0.126773138209277
18	4	125	-0.103509833901353
19	3	125	0.119522860933439
20	2	125	-0.103509833901353
6	16	126	0.724568837309471
8	15	126	0.483045891539648
9	14	126	-0.341565025531987
12	10	126	0.253546276418555
14	9	126	-0.048795003647427
15	8	126	0.034503277967118
17	7	126	-0.169030850945703
18	6	126	0.138013111868471
19	5	126	-0.097590007294853
7	16	127	0.724568837309472
9	15	127	0.341565025531986
10	14	127	-0.483045891539648
13	10	127	0.253546276418555
15	9	127	-0.034503277967118
16	8	127	0.048795003647427
18	7	127	-0.097590007294853
19	6	127	0.138013111868471
20	5	127	-0.169030850945703
8	11	128	0.935414346693485
14	5	128	0.133630620956212
17	2	128	-0.231455024943138
18	1	128	0.231455024943138
8	12	129	0.661437827766148
9	11	129	0.661437827766148
14	6	129	0.094491118252307
15	5	129	0.094491118252307
17	3	129	-0.231455024943138
19	1	129	0.231455024943138
8	13	130	0.381881307912987
9	12	130	0.763762615825973
10	11	130	0.381881307912987
14	7	130	0.054554472558998
15	6	130	0.109108945117996
16	5	130	0.054554472558998
17	4	130	-0.163663417676994
18	3	130	-0.163663417676994
19	2	130	0.163663417676994
20	1	130	0.163663417676994
9	13	131	0.661437827766148
10	12	131	0.661437827766148
15	7	131	0.094491118252307
16	6	131	0.094491118252307
18	4	131	-0.231455024943138
20	2	131	0.231455024943138
10	13	132	0.935414346693485
16	7	132	0.133630620956212
19	4	132	-0.231455024943138
20	3	132	0.231455024943138
8	14	133	0.935414346693486
14	8	133	0.188982236504614
17	6	133	-0.231455024943138
18	5	133	0.188982236504614
8	15	134	0.540061724867322
9	14	134	0.763762615825974
14	9	134	0.109108945117996
15	8	134	0.154303349962092
17	7	134	-0.188982236504614
18	6	134	-0.077151674981046
19	5	134	0.218217890235992
9	15	135	0.763762615825973
10	14	135	0.540061724867322
15	9	135	0.154303349962092
16	8	135	0.109108945117996
18	7	135	-0.218217890235992
19	6	135	0.077151674981046
20	5	135	0.188982236504614
10	15	136	0.935414346693485
16	9	136	0.188982236504614
19	7	136	-0.188982236504613
20	6	136	0.231455024943138
8	16	137	0.935414346693485
14	10	137	0.231455024943138
17	9	137	-0.231455024943138
18	8	137	0.133630620956212
9	16	138	0.935414346693485
15	10	138	0.231455024943138
18	9	138	-0.188982236504613
19	8	138	0.188982236504614
10	16	139	0.935414346693485
16	10	139	0.231455024943138
19	9	139	-0.133630620956212
20	8	139	0.231455024943138
5	17	140	0.866025403784439
11	14	140	0.353553390593274
12	12	140	-0.204124145231931
13	11	140	0.288675134594813
5	18	141	0.866025403784438
11	15	141	0.353553390593274
12	13	141	-0.288675134594812
13	12	141	0.204124145231932
5	19	142	0.612372435695794
6	18	142	0.433012701892219
7	17	142	-0.433012701892220
11	16	142	0.353553390593274
14	13	142	-0.204124145231931
15	12	142	0.204124145231932
16	11	142	-0.204124145231931
6	17	143	0.866025403784439
12	14	143	0.288675134594814
14	12	143	-0.288675134594813
15	11	143	0.288675134594812
6	18	144	0.612372435695794
7	17	144	0.612372435695795
12	15	144	0.204124145231932
13	14	144	0.204124145231932
14	13	144	-0.288675134594813
16	11	144	0.288675134594813
7	18	145	0.866025403784439
13	15	145	0.288675134594813
15	13	145	-0.288675134594813
16	12	145	0.288675134594813
6	19	146	0.750000000000000
8	18	146	0.353553390593274
9	17	146	-0.250000000000000
12	16	146	0.353553390593274
14	15	146	-0.166666666666667
15	14	146	0.117851130197758
17	13	146	-0.204124145231931
18	12	146	0.166666666666667
19	11	146	-0.117851130197758
7	19	147	0.750000000000000
9	18	147	0.250000000000000
10	17	147	-0.353553390593274
13	16	147	0.353553390593274
15	15	147	-0.117851130197758
16	14	147	0.166666666666666
18	13	147	-0.117851130197758
19	12	147	0.166666666666667
20	11	147	-0.204124145231931
8	17	148	0.866025403784439
14	14	148	0.204124145231932
17	12	148	-0.353553390593274
18	11	148	0.288675134594812
8	18	149	0.500000000000000
9	17	149	0.707106781186548
14	15	149	0.117851130197758
15	14	149	0.166666666666667
17	13	149	-0.288675134594813
18	12	149	-0.117851130197758
19	11	149	0.333333333333333
9	18	150	0.707106781186547
10	17	150	0.500000000000000
15	15	150	0.166666666666667
16	14	150	0.117851130197758
18	13	150	-0.333333333333333
19	12	150	0.117851130197758
20	11	150	0.288675134594813
10	18	151	0.866025403784438
16	15	151	0.204124145231932
19	13	151	-0.288675134594813
20	12	151	0.353553390593274
8	19	152	0.866025403784438
14	16	152	0.288675134594813
17	15	152	-0.353553390593274
18	14	152	0.204124145231932
9	19	153	0.866025403784439
15	16	153	0.288675134594813
18	15	153	-0.288675134594813
19	14	153	0.288675134594813
10	19	154	0.866025403784438
16	16	154	0.288675134594813
19	15	154	-0.204124145231931
20	14	154	0.353553390593274
5	20	155	0.790569415042094
11	19	155	0.474341649025257
12	18	155	-0.273861278752583
13	17	155	0.273861278752583
6	20	156	0.790569415042095
12	19	156	0.387298334620742
14	18	156	-0.387298334620741
15	17	156	0.273861278752583
7	20	157	0.790569415042095
13	19	157	0.387298334620742
15	18	157	-0.273861278752583
16	17	157	0.387298334620742
8	20	158	0.790569415042095
14	19	158	0.273861278752583
17	18	158	-0.474341649025256
18	17	158	0.273861278752583
9	20	159	0.790569415042095
15	19	159	0.273861278752583
18	18	159	-0.387298334620741
19	17	159	0.387298334620742
10	20	160	0.790569415042095
16	19	160	0.273861278752583
19	18	160	-0.273861278752583
20	17	160	0.474341649025257
11	1	161	0.999999999999999
11	2	162	0.999999999999999
11	3	163	0.999999999999999
11	4	164	0.999999999999999
11	5	165	0.755928946018455
12	2	165	0.327326835353988
13	1	165	-0.566946709513841
11	6	166	0.755928946018454
12	3	166	0.462910049886275
13	2	166	-0.462910049886276
11	7	167	0.755928946018454
12	4	167	0.566946709513840
13	3	167	-0.327326835353989
11	8	168	0.534522483824849
12	6	168	0.436435780471984
13	5	168	-0.617213399848368
14	3	168	0.154303349962092
15	2	168	-0.218217890235992
16	1	168	0.267261241912424
11	9	169	0.534522483824848
12	7	169	0.617213399848367
13	6	169	-0.436435780471985
14	4	169	0.267261241912424
15	3	169	-0.218217890235993
16	2	169	0.154303349962092
11	10	170	0.338061701891406
12	9	170	0.507092552837109
13	8	170	-0.507092552837110
14	7	170	0.338061701891406
15	6	170	-0.338061701891407
16	5	170	0.338061701891407
17	4	170	0.084515425472851
18	3	170	-0.084515425472852
19	2	170	0.084515425472852
20	1	170	-0.084515425472852
12	1	171	1.000000000000000
12	2	172	0.866025403784439
13	1	172	0.500000000000000
12	3	173	0.707106781186548
13	2	173	0.707106781186548
12	4	174	0.500000000000000
13	3	174	0.866025403784439
13	4	175	0.999999999999999
12	5	176	0.845154254728517
14	2	176	0.338061701891407
15	1	176	-0.414039335605412
12	6	177	0.690065559342354
13	5	177	0.487950036474267
14	3	177	0.390360029179413
15	2	177	-0.138013111868471
16	1	177	-0.338061701891407
12	7	178	0.487950036474267
13	6	178	0.690065559342354
14	4	178	0.338061701891406
15	3	178	0.138013111868471
16	2	178	-0.390360029179413
13	7	179	0.845154254728516
15	4	179	0.414039335605412
16	3	179	-0.338061701891407
12	8	180	0.690065559342354
14	6	180	0.487950036474267
15	5	180	-0.487950036474267
17	3	180	0.119522860933439
18	2	180	-0.138013111868471
19	1	180	0.119522860933439
12	9	181	0.487950036474266
13	8	181	0.487950036474266
14	7	181	0.487950036474266
16	5	181	-0.487950036474267
17	4	181	0.146385010942280
18	3	181	-0.048795003647427
19	2	181	-0.048795003647427
20	1	181	0.146385010942280
13	9	182	0.690065559342354
15	7	182	0.487950036474266
16	6	182	-0.487950036474266
18	4	182	0.119522860933439
19	3	182	-0.138013111868471
20	2	182	0.119522860933439
12	10	183	0.534522483824848
14	9	183	0.617213399848367
15	8	183	-0.436435780471985
17	7	183	0.267261241912424
18	6	183	-0.218217890235993
19	5	183	0.154303349962092
13	10	184	0.534522483824848
15	9	184	0.436435780471984
16	8	184	-0.617213399848368
18	7	184	0.154303349962092
19	6	184	-0.218217890235992
20	5	184	0.267261241912425
14	1	185	1.000000000000000
14	2	186	0.774596669241483
15	1	186	0.632455532033676
14	3	187	0.547722557505166
15	2	187	0.774596669241483
16	1	187	0.316227766016838
14	4	188	0.316227766016838
15	3	188	0.774596669241483
16	2	188	0.547722557505166
15	4	189	0.632455532033676
16	3	189	0.774596669241483
16	4	190	0.999999999999999
14	5	191	0.925820099772552
17	2	191	0.267261241912425
18	1	191	-0.267261241912424
14	6	192	0.654653670707977
15	5	192	0.654653670707977
17	3	192	0.267261241912424
19	1	192	-0.267261241912424
14	7	193	0.377964473009227
15	6	193	0.755928946018454
16	5	193	0.377964473009227
17	4	193	0.188982236504614
18	3	193	0.188982236504614
19	2	193	-0.188982236504614
20	1	193	-0.188982236504614
15	7	194	0.654653670707977
16	6	194	0.654653670707977
18	4	194	0.267261241912424
20	2	194	-0.267261241912425
16	7	195	0.925820099772551
19	4	195	0.267261241912424
20	3	195	-0.267261241912424
14	8	196	0.845154254728517
17	6	196	0.414039335605413
18	5	196	-0.338061701891407
14	9	197	0.487950036474266
15	8	197	0.690065559342354
17	7	197	0.338061701891406
18	6	197	0.138013111868471
19	5	197	-0.390360029179413
15	9	198	0.690065559342354
16	8	198	0.487950036474266
18	7	198	0.390360029179413
19	6	198	-0.138013111868471
20	5	198	-0.338061701891407
16	9	199	0.845154254728516
19	7	199	0.338061701891406
20	6	199	-0.414039335605413
14	10	200	0.755928946018454
17	9	200	0.566946709513840
18	8	200	-0.327326835353989
15	10	201	0.755928946018454
18	9	201	0.462910049886275
19	8	201	-0.462910049886276
16	10	202	0.755928946018454
19	9	202	0.327326835353988
20	8	202	-0.566946709513841
17	1	203	0.999999999999999
17	2	204	0.707106781186547
18	1	204	0.707106781186547
17	3	205	0.447213595499958
18	2	205	0.774596669241483
19	1	205	0.447213595499958
17	4	206	0.223606797749979
18	3	206	0.670820393249937
19	2	206	0.670820393249937
20	1	206	0.223606797749979
18	4	207	0.447213595499958
19	3	207	0.774596669241483
20	2	207	0.447213595499958
19	4	208	0.707106781186548
20	3	208	0.707106781186548
20	4	209	1.000000000000000
17	5	210	1.000000000000000
17	6	211	0.632455532033676
18	5	211	0.774596669241483
17	7	212	0.316227766016838
18	6	212	0.774596669241484
19	5	212	0.547722557505166
18	7	213	0.547722557505166
19	6	213	0.774596669241483
20	5	213	0.316227766016838
19	7	214	0.774596669241484
20	6	214	0.632455532033676
20	7	215	1.000000000000000
17	8	216	1.000000000000001
17	9	217	0.500000000000000
18	8	217	0.866025403784439
18	9	218	0.707106781186547
19	8	218	0.707106781186548
19	9	219	0.866025403784439
20	8	219	0.500000000000000
20	9	220	1.000000000000000
17	10	221	0.999999999999999
18	10	222	0.999999999999999
19	10	223	1.000000000000000
20	10	224	1.000000000000000
11	11	225	1.000000000000000
11	12	226	0.999999999999999
11	13	227	0.999999999999999
11	14	228	0.707106781186547
12	12	228	0.408248290463863
13	11	228	-0.577350269189626
11	15	229	0.707106781186547
12	13	229	0.577350269189625
13	12	229	-0.408248290463863
11	16	230	0.447213595499958
12	15	230	0.547722557505166
13	14	230	-0.547722557505166
14	13	230	0.258198889747161
15	12	230	-0.258198889747161
16	11	230	0.258198889747161
12	11	231	0.999999999999999
12	12	232	0.816496580927726
13	11	232	0.577350269189626
12	13	233	0.577350269189626
13	12	233	0.816496580927727
13	13	234	1.000000000000000
12	14	235	0.816496580927726
14	12	235	0.408248290463863
15	11	235	-0.408248290463862
12	15	236	0.577350269189626
13	14	236	0.577350269189626
14	13	236	0.408248290463863
16	11	236	-0.408248290463863
13	15	237	0.816496580927726
15	13	237	0.408248290463863
16	12	237	-0.408248290463863
12	16	238	0.632455532033676
14	15	238	0.596284793999943
15	14	238	-0.421637021355784
17	13	238	0.182574185835055
18	12	238	-0.149071198499986
19	11	238	0.105409255338946
13	16	239	0.632455532033676
15	15	239	0.421637021355784
16	14	239	-0.596284793999944
18	13	239	0.105409255338946
19	12	239	-0.149071198499986
20	11	239	0.182574185835055
14	11	240	0.999999999999999
14	12	241	0.707106781186547
15	11	241	0.707106781186547
14	13	242	0.408248290463863
15	12	242	0.816496580927726
16	11	242	0.408248290463863
15	13	243	0.707106781186547
16	12	243	0.707106781186547
16	13	244	1.000000000000000
14	14	245	0.912870929175277
17	12	245	0.316227766016838
18	11	245	-0.258198889747161
14	15	246	0.527046276694730
15	14	246	0.745355992499930
17	13	246	0.258198889747161
18	12	246	0.105409255338946
19	11	246	-0.298142396999972
15	15	247	0.745355992499930
16	14	247	0.527046276694730
18	13	247	0.298142396999972
19	12	247	-0.105409255338946
20	11	247	-0.258198889747161
16	15	248	0.912870929175277
19	13	248	0.258198889747161
20	12	248	-0.316227766016838
14	16	249	0.816496580927725
17	15	249	0.499999999999999
18	14	249	-0.288675134594813
15	16	250	0.816496580927726
18	15	250	0.408248290463863
