List of nonzero CGCs for S x S' => S'', alpha
Q(M)	Q(M')	Q(M'')	CGC
5	1	37	0.577350269189626
4	3	38	0.632455532033676
5	2	38	0.730296743340221
6	1	38	0.258198889747161
4	4	39	0.447213595499958
5	3	39	0.774596669241483
6	2	39	0.447213595499958
4	5	40	0.258198889747161
5	4	40	0.730296743340221
6	3	40	0.632455532033676
5	5	41	0.577350269189626
6	4	41	0.816496580927726
6	5	42	1.000000000000000
4	6	43	0.881917103688197
7	2	43	0.308606699924184
8	1	43	-0.356348322549899
4	7	44	0.683130051063973
5	6	44	0.557773351022717
7	3	44	0.338061701891406
8	2	44	-0.079681907288959
9	1	44	-0.318727629155838
4	8	45	0.483045891539647
5	7	45	0.683130051063973
6	6	45	0.278886675511359
7	4	45	0.292770021884560
8	3	45	0.138013111868471
9	2	45	-0.281718084909505
10	1	45	-0.195180014589707
4	9	46	0.278886675511358
5	8	46	0.683130051063973
6	7	46	0.483045891539648
7	5	46	0.195180014589706
8	4	46	0.281718084909505
9	3	46	-0.138013111868471
10	2	46	-0.292770021884560
5	9	47	0.557773351022717
6	8	47	0.683130051063973
8	5	47	0.318727629155838
9	4	47	0.079681907288960
10	3	47	-0.338061701891406
6	9	48	0.881917103688197
9	5	48	0.356348322549900
10	4	48	-0.308606699924184
4	10	49	0.763762615825973
7	7	49	0.440958551844098
8	6	49	-0.440958551844098
11	3	49	0.089087080637474
12	2	49	-0.109108945117996
13	1	49	0.089087080637475
4	11	50	0.540061724867321
5	10	50	0.540061724867321
7	8	50	0.440958551844098
9	6	50	-0.440958551844098
11	4	50	0.109108945117996
12	3	50	-0.044543540318738
13	2	50	-0.044543540318737
14	1	50	0.109108945117996
4	12	51	0.311804782231161
5	11	51	0.623609564462323
6	10	51	0.311804782231162
7	9	51	0.311804782231162
8	8	51	0.311804782231162
9	7	51	-0.311804782231162
10	6	51	-0.311804782231162
11	5	51	0.089087080637475
12	4	51	0.044543540318737
13	3	51	-0.089087080637475
14	2	51	0.044543540318737
15	1	51	0.089087080637475
5	12	52	0.540061724867322
6	11	52	0.540061724867322
8	9	52	0.440958551844099
10	7	52	-0.440958551844098
12	5	52	0.109108945117996
13	4	52	-0.044543540318737
14	3	52	-0.044543540318737
15	2	52	0.109108945117996
6	12	53	0.763762615825974
9	9	53	0.440958551844099
10	8	53	-0.440958551844098
13	5	53	0.089087080637475
14	4	53	-0.109108945117996
15	3	53	0.089087080637475
4	13	54	0.645497224367902
7	11	54	0.547722557505166
8	10	54	-0.447213595499957
11	8	54	0.182574185835055
12	7	54	-0.182574185835055
13	6	54	0.129099444873580
4	14	55	0.372677996249965
5	13	55	0.527046276694730
7	12	55	0.447213595499958
8	11	55	0.182574185835056
9	10	55	-0.516397779494322
11	9	55	0.182574185835056
13	7	55	-0.129099444873581
14	6	55	0.182574185835055
5	14	56	0.527046276694730
6	13	56	0.372677996249965
8	12	56	0.516397779494323
9	11	56	-0.182574185835055
10	10	56	-0.447213595499958
12	9	56	0.182574185835056
13	8	56	-0.129099444873581
15	6	56	0.182574185835055
6	14	57	0.645497224367903
9	12	57	0.447213595499959
10	11	57	-0.547722557505166
13	9	57	0.129099444873581
14	8	57	-0.182574185835056
15	7	57	0.182574185835055
4	15	58	0.527046276694730
7	14	58	0.645497224367903
8	13	58	-0.372677996249965
11	12	58	0.316227766016838
12	11	58	-0.223606797749979
13	10	58	0.129099444873581
5	15	59	0.527046276694730
8	14	59	0.527046276694730
9	13	59	-0.527046276694730
12	12	59	0.223606797749979
13	11	59	-0.258198889747161
14	10	59	0.223606797749979
6	15	60	0.527046276694730
9	14	60	0.372677996249965
10	13	60	-0.645497224367903
13	12	60	0.129099444873581
14	11	60	-0.223606797749979
15	10	60	0.316227766016838
7	1	61	1.000000000000000
7	2	62	0.755928946018454
8	1	62	0.654653670707977
7	3	63	0.534522483824849
8	2	63	0.755928946018454
9	1	63	0.377964473009227
7	4	64	0.338061701891406
8	3	64	0.717137165600636
9	2	64	0.585540043769120
10	1	64	0.169030850945703
7	5	65	0.169030850945703
8	4	65	0.585540043769120
9	3	65	0.717137165600636
10	2	65	0.338061701891407
8	5	66	0.377964473009227
9	4	66	0.755928946018454
10	3	66	0.534522483824849
9	5	67	0.654653670707977
10	4	67	0.755928946018454
10	5	68	0.999999999999999
7	6	69	0.942809041582064
11	2	69	0.235702260395516
12	1	69	-0.235702260395516
7	7	70	0.666666666666666
8	6	70	0.666666666666666
11	3	70	0.235702260395516
13	1	70	-0.235702260395516
7	8	71	0.421637021355783
8	7	71	0.730296743340221
9	6	71	0.421637021355784
11	4	71	0.182574185835055
12	3	71	0.149071198499986
13	2	71	-0.149071198499986
14	1	71	-0.182574185835055
7	9	72	0.210818510677892
8	8	72	0.632455532033675
9	7	72	0.632455532033676
10	6	72	0.210818510677892
11	5	72	0.105409255338946
12	4	72	0.210818510677892
14	2	72	-0.210818510677892
15	1	72	-0.105409255338946
8	9	73	0.421637021355783
9	8	73	0.730296743340221
10	7	73	0.421637021355784
12	5	73	0.182574185835055
13	4	73	0.149071198499986
14	3	73	-0.149071198499986
15	2	73	-0.182574185835055
9	9	74	0.666666666666666
10	8	74	0.666666666666667
13	5	74	0.235702260395516
15	3	74	-0.235702260395516
10	9	75	0.942809041582063
14	5	75	0.235702260395516
15	4	75	-0.235702260395516
7	10	76	0.881917103688196
11	7	76	0.356348322549899
12	6	76	-0.308606699924184
7	11	77	0.557773351022716
8	10	77	0.683130051063973
11	8	77	0.318727629155838
12	7	77	0.079681907288959
13	6	77	-0.338061701891406
7	12	78	0.278886675511358
8	11	78	0.683130051063973
9	10	78	0.483045891539648
11	9	78	0.195180014589706
12	8	78	0.281718084909505
13	7	78	-0.138013111868471
14	6	78	-0.292770021884560
8	12	79	0.483045891539647
9	11	79	0.683130051063973
10	10	79	0.278886675511358
12	9	79	0.292770021884560
13	8	79	0.138013111868471
14	7	79	-0.281718084909505
15	6	79	-0.195180014589707
9	12	80	0.683130051063973
10	11	80	0.557773351022717
13	9	80	0.338061701891407
14	8	80	-0.079681907288959
15	7	80	-0.318727629155838
10	12	81	0.881917103688197
14	9	81	0.308606699924184
15	8	81	-0.356348322549899
7	13	82	0.816496580927726
11	11	82	0.471404520791031
12	10	82	-0.333333333333333
7	14	83	0.408248290463863
8	13	83	0.707106781186547
11	12	83	0.333333333333333
12	11	83	0.235702260395516
13	10	83	-0.408248290463863
8	14	84	0.577350269189626
9	13	84	0.577350269189626
12	12	84	0.408248290463863
14	10	84	-0.408248290463863
9	14	85	0.707106781186547
10	13	85	0.408248290463863
13	12	85	0.408248290463863
14	11	85	-0.235702260395516
15	10	85	-0.333333333333333
10	14	86	0.816496580927726
14	12	86	0.333333333333334
15	11	86	-0.471404520791032
7	15	87	0.745355992499930
11	14	87	0.596284793999944
12	13	87	-0.298142396999972
8	15	88	0.745355992499930
12	14	88	0.516397779494323
13	13	88	-0.421637021355784
9	15	89	0.745355992499930
13	14	89	0.421637021355784
14	13	89	-0.516397779494322
10	15	90	0.745355992499930
14	14	90	0.298142396999972
15	13	90	-0.596284793999944
11	1	91	0.999999999999999
11	2	92	0.707106781186547
12	1	92	0.707106781186547
11	3	93	0.462910049886275
12	2	93	0.755928946018454
13	1	93	0.462910049886275
11	4	94	0.267261241912424
12	3	94	0.654653670707977
13	2	94	0.654653670707977
14	1	94	0.267261241912424
11	5	95	0.119522860933439
12	4	95	0.478091443733757
13	3	95	0.717137165600636
14	2	95	0.478091443733757
15	1	95	0.119522860933439
12	5	96	0.267261241912424
13	4	96	0.654653670707977
14	3	96	0.654653670707977
15	2	96	0.267261241912424
13	5	97	0.462910049886276
14	4	97	0.755928946018454
15	3	97	0.462910049886276
14	5	98	0.707106781186547
15	4	98	0.707106781186547
15	5	99	1.000000000000000
11	6	100	1.000000000000000
11	7	101	0.654653670707978
12	6	101	0.755928946018455
11	8	102	0.377964473009227
12	7	102	0.755928946018454
13	6	102	0.534522483824849
11	9	103	0.169030850945703
12	8	103	0.585540043769120
13	7	103	0.717137165600636
14	6	103	0.338061701891407
12	9	104	0.338061701891406
13	8	104	0.717137165600636
14	7	104	0.585540043769120
15	6	104	0.169030850945703
13	9	105	0.534522483824849
14	8	105	0.755928946018454
15	7	105	0.377964473009227
14	9	106	0.755928946018454
15	8	106	0.654653670707977
15	9	107	1.000000000000000
11	10	108	0.999999999999999
11	11	109	0.577350269189625
12	10	109	0.816496580927725
11	12	110	0.258198889747161
12	11	110	0.730296743340221
13	10	110	0.632455532033676
12	12	111	0.447213595499957
13	11	111	0.774596669241483
14	10	111	0.447213595499958
13	12	112	0.632455532033676
14	11	112	0.730296743340221
15	10	112	0.258198889747161
14	12	113	0.816496580927726
15	11	113	0.577350269189626
15	12	114	1.000000000000000
11	13	115	0.999999999999999
11	14	116	0.447213595499958
12	13	116	0.894427190999915
12	14	117	0.632455532033676
13	13	117	0.774596669241483
13	14	118	0.774596669241483
14	13	118	0.632455532033676
14	14	119	0.894427190999916
15	13	119	0.447213595499958
15	14	120	1.000000000000000
11	15	121	1.000000000000000
12	15	122	1.000000000000000
13	15	123	1.000000000000000
14	15	124	1.000000000000000
15	15	125	1.000000000000000
