List of nonzero CGCs for S x S' => S'', alpha
Q(M)	Q(M')	Q(M'')	CGC
9	12	24	-0.377964473009227
10	11	24	0.462910049886275
13	9	24	0.327326835353989
14	8	24	-0.462910049886276
15	7	24	0.462910049886276
4	15	25	0.462910049886276
7	14	25	-0.566946709513841
8	13	25	0.327326835353988
11	12	25	0.462910049886276
12	11	25	-0.327326835353988
13	10	25	0.188982236504613
5	15	26	0.462910049886276
8	14	26	-0.462910049886276
9	13	26	0.462910049886276
12	12	26	0.327326835353989
13	11	26	-0.377964473009227
14	10	26	0.327326835353989
6	15	27	0.462910049886276
9	14	27	-0.327326835353988
10	13	27	0.566946709513841
13	12	27	0.188982236504614
14	11	27	-0.327326835353989
15	10	27	0.462910049886276
