List of nonzero CGCs for S x S' => S'', alpha
Q(M)	Q(M')	Q(M'')	CGC
1	4	1	-0.447213595499959
2	3	1	0.547722557505165
3	2	1	-0.547722557505166
4	1	1	0.447213595499957
1	5	2	-0.632455532033676
2	4	2	0.316227766016838
4	2	2	-0.316227766016838
5	1	2	0.632455532033676
2	5	3	-0.447213595499958
3	4	3	0.547722557505166
4	3	3	-0.547722557505166
5	2	3	0.447213595499958
