List of nonzero CGCs for S x S' => S'', alpha
Q(M)	Q(M')	Q(M'')	CGC
1	32	1	0.267261241912425
2	29	1	-0.231455024943135
3	27	1	0.231455024943143
4	26	1	-0.327326835353987
5	23	1	0.188982236504617
6	21	1	-0.188982236504604
7	20	1	0.267261241912424
8	18	1	0.188982236504615
9	17	1	-0.267261241912426
10	16	1	0.327326835353987
11	13	1	-0.133630620956210
12	11	1	0.133630620956214
13	10	1	-0.188982236504615
14	8	1	-0.133630620956214
15	7	1	0.188982236504607
16	6	1	-0.231455024943139
17	4	1	0.133630620956212
18	3	1	-0.188982236504615
19	2	1	0.231455024943137
20	1	1	-0.267261241912424
1	33	2	0.267261241912425
2	30	2	-0.231455024943135
3	28	2	0.327326835353992
4	27	2	-0.231455024943137
5	24	2	0.188982236504617
6	22	2	-0.267261241912418
7	21	2	0.188982236504614
8	19	2	0.327326835353990
9	18	2	-0.267261241912424
10	17	2	0.188982236504613
11	14	2	-0.133630620956211
12	12	2	0.188982236504615
13	11	2	-0.133630620956213
14	9	2	-0.231455024943137
15	8	2	0.188982236504611
16	7	2	-0.133630620956213
17	5	2	0.267261241912424
18	4	2	-0.231455024943138
19	3	2	0.188982236504613
20	2	2	-0.133630620956212
1	34	3	0.267261241912425
2	31	3	-0.327326835353989
3	30	3	0.231455024943141
4	29	3	-0.231455024943136
5	25	3	0.327326835353988
6	24	3	-0.267261241912422
7	23	3	0.267261241912425
8	22	3	0.188982236504614
9	21	3	-0.188982236504614
10	20	3	0.188982236504613
11	15	3	-0.267261241912424
12	14	3	0.231455024943138
13	13	3	-0.231455024943138
14	12	3	-0.188982236504614
15	11	3	0.188982236504613
16	10	3	-0.188982236504614
17	9	3	0.133630620956212
18	8	3	-0.133630620956212
19	7	3	0.133630620956212
20	6	3	-0.133630620956212
1	35	4	0.462910049886276
2	34	4	-0.308606699924184
3	33	4	0.308606699924185
4	32	4	-0.308606699924183
5	31	4	0.154303349962092
6	30	4	-0.154303349962091
7	29	4	0.154303349962092
8	28	4	0.154303349962092
9	27	4	-0.154303349962092
10	26	4	0.154303349962092
21	15	4	-0.154303349962092
22	14	4	0.154303349962092
23	13	4	-0.154303349962092
24	12	4	-0.154303349962092
25	11	4	0.154303349962092
26	10	4	-0.154303349962092
27	9	4	0.154303349962092
28	8	4	-0.154303349962092
29	7	4	0.154303349962092
30	6	4	-0.154303349962092
31	5	4	-0.154303349962092
32	4	4	0.154303349962092
33	3	4	-0.154303349962092
34	2	4	0.154303349962092
35	1	4	-0.154303349962092
2	32	5	0.133630620956212
5	29	5	-0.188982236504613
6	27	5	0.133630620956215
7	26	5	-0.188982236504613
11	23	5	0.231455024943139
12	21	5	-0.188982236504611
13	20	5	0.267261241912424
14	18	5	0.133630620956213
15	17	5	-0.188982236504615
16	16	5	0.231455024943137
21	13	5	-0.267261241912424
22	11	5	0.231455024943137
23	10	5	-0.327326835353989
24	8	5	-0.188982236504616
25	7	5	0.267261241912420
26	6	5	-0.327326835353989
27	4	5	0.133630620956212
28	3	5	-0.188982236504615
29	2	5	0.231455024943137
30	1	5	-0.267261241912424
2	33	6	0.133630620956212
5	30	6	-0.188982236504613
6	28	6	0.188982236504616
7	27	6	-0.133630620956212
11	24	6	0.231455024943139
12	22	6	-0.267261241912423
13	21	6	0.188982236504613
14	19	6	0.231455024943139
15	18	6	-0.188982236504614
16	17	6	0.133630620956212
21	14	6	-0.267261241912424
22	12	6	0.327326835353989
23	11	6	-0.231455024943138
24	9	6	-0.327326835353988
25	8	6	0.267261241912422
26	7	6	-0.188982236504614
27	5	6	0.267261241912425
28	4	6	-0.231455024943138
29	3	6	0.188982236504613
30	2	6	-0.133630620956212
2	34	7	0.109108945117996
3	33	7	0.054554472558998
4	32	7	-0.054554472558998
5	31	7	-0.218217890235993
6	30	7	0.054554472558999
7	29	7	-0.054554472558998
8	28	7	0.109108945117997
9	27	7	-0.109108945117996
10	26	7	0.109108945117996
11	25	7	0.327326835353989
12	24	7	-0.163663417676994
13	23	7	0.163663417676994
17	19	7	0.163663417676994
18	18	7	-0.163663417676994
19	17	7	0.163663417676994
20	16	7	-0.163663417676994
21	15	7	-0.436435780471985
22	14	7	0.272772362794991
23	13	7	-0.272772362794990
24	12	7	-0.109108945117996
25	11	7	0.109108945117995
26	10	7	-0.109108945117996
27	9	7	-0.054554472558998
28	8	7	0.054554472558998
29	7	7	-0.054554472558998
30	6	7	0.054554472558998
31	5	7	0.218217890235992
32	4	7	-0.218217890235992
33	3	7	0.218217890235992
34	2	7	-0.218217890235992
35	1	7	0.218217890235992
3	32	8	0.133630620956212
